epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,317.962,0.23986,0.43559,0.11646,0,0,0,0,0.71856,0.92714,0.28202,0.004852,0.004852,0.004852
54,324.036,0.19444,0.36445,0.08927,0,0,0,0,0.71834,0.93965,0.28462,0.004753,0.004753,0.004753
55,330.068,0.19612,0.3671,0.08748,0,0,0,0,0.69422,0.9776,0.27555,0.004654,0.004654,0.004654
56,336.088,0.20182,0.36176,0.08684,0,0,0,0,0.69238,0.95245,0.26432,0.004555,0.004555,0.004555
57,342.111,0.08419,0.14017,0.03302,0,0,0,0,0.68156,0.99349,0.25586,0.004456,0.004456,0.004456
58,348.15,0.26035,0.51556,0.11583,0,0,0,0,0.67377,0.91765,0.24508,0.004357,0.004357,0.004357
59,354.646,0.15848,0.29487,0.08051,0,0,0,0,0.7004,0.93566,0.26918,0.004258,0.004258,0.004258
60,360.99,0.1964,0.35979,0.08799,0,0,0,0,0.67846,0.93922,0.26654,0.004159,0.004159,0.004159
61,367.052,0.07551,0.14283,0.03265,0,0,0,0,0.66222,0.9877,0.26598,0.00406,0.00406,0.00406
62,373.13,0.11747,0.23412,0.057,0,0,0,0,0.68442,1.03375,0.27384,0.003961,0.003961,0.003961
63,379.133,0.23566,0.50216,0.1135,0,0,0,0,0.48051,0.7158,0.17328,0.003862,0.003862,0.003862
64,385.196,0.30093,0.57013,0.14249,0,0,0,0,0.65536,0.96859,0.2535,0.003763,0.003763,0.003763
65,391.247,0.14764,0.29663,0.07837,0,0,0,0,0.67103,1.00665,0.27062,0.003664,0.003664,0.003664
66,397.338,0.24812,0.4727,0.10649,0,0,0,0,0.65181,0.97053,0.24744,0.003565,0.003565,0.003565
67,403.406,0.09348,0.16966,0.04151,0,0,0,0,0.649,0.96405,0.25028,0.003466,0.003466,0.003466
68,409.49,0.1873,0.31052,0.08138,0,0,0,0,0.66738,1.00287,0.24858,0.003367,0.003367,0.003367
69,415.479,0.20672,0.36286,0.0925,0,0,0,0,0.68054,1.02866,0.24784,0.003268,0.003268,0.003268
70,421.579,0.27105,0.51228,0.12292,0,0,0,0,0.67082,0.89658,0.25277,0.003169,0.003169,0.003169
71,427.507,0,0.00676,0,0,0,0,0,0.70064,0.95025,0.26831,0.00307,0.00307,0.00307
72,433.606,0.15657,0.31219,0.07191,0,0,0,0,0.70477,0.99852,0.27068,0.002971,0.002971,0.002971
73,439.641,0.31668,0.65852,0.16211,0,0,0,0,0.70998,0.95936,0.28008,0.002872,0.002872,0.002872
74,445.83,0.21083,0.41032,0.10031,0,0,0,0,0.74972,0.97158,0.31828,0.002773,0.002773,0.002773
75,451.901,0.16724,0.31417,0.08144,0,0,0,0,0.77081,1.05831,0.34497,0.002674,0.002674,0.002674
76,457.91,0.07835,0.14901,0.03694,0,0,0,0,0.73136,0.98625,0.31159,0.002575,0.002575,0.002575
77,463.996,0.14907,0.29722,0.07338,0,0,0,0,0.72592,1.02146,0.30916,0.002476,0.002476,0.002476
78,470.04,0.02608,0.07797,0.01654,0,0,0,0,0.74333,1.03261,0.3206,0.002377,0.002377,0.002377
79,476.084,0.18672,0.37057,0.0882,0,0,0,0,0.69538,0.97673,0.26503,0.002278,0.002278,0.002278
80,482.058,0.08636,0.22759,0.04886,0,0,0,0,0.68277,0.97798,0.25481,0.002179,0.002179,0.002179
81,488.205,0.19877,0.36368,0.08506,0,0,0,0,0.66659,0.97846,0.24804,0.00208,0.00208,0.00208
82,494.241,0.15254,0.29092,0.06594,0,0,0,0,0.66599,0.96151,0.24375,0.001981,0.001981,0.001981
83,500.443,0.37105,0.71189,0.16221,0,0,0,0,0.66514,0.96451,0.26127,0.001882,0.001882,0.001882
84,506.539,0.06434,0.10954,0.02289,0,0,0,0,0.65519,0.96887,0.2637,0.001783,0.001783,0.001783
85,512.63,0.19706,0.34924,0.08368,0,0,0,0,0.64323,0.96797,0.25673,0.001684,0.001684,0.001684
86,518.696,0.25663,0.47304,0.12571,0,0,0,0,0.64474,0.93413,0.24745,0.001585,0.001585,0.001585
87,524.794,0.14285,0.27694,0.06588,0,0,0,0,0.66713,0.95972,0.25291,0.001486,0.001486,0.001486
88,530.785,0.11449,0.21553,0.05235,0,0,0,0,0.68406,0.98308,0.26331,0.001387,0.001387,0.001387
89,536.815,0.186,0.36283,0.08226,0,0,0,0,0.69151,1.00215,0.27151,0.001288,0.001288,0.001288
90,542.738,0.13229,0.21889,0.05087,0,0,0,0,0.68508,0.98284,0.2651,0.001189,0.001189,0.001189
91,549.797,0.07073,0.15383,0.0328,0,0,0,0,0.6831,0.99743,0.26249,0.00109,0.00109,0.00109
92,555.974,0.07457,0.1481,0.03532,0,0,0,0,0.68543,1.00306,0.26483,0.000991,0.000991,0.000991
93,561.864,0.07208,0.14872,0.03231,0,0,0,0,0.68371,0.98882,0.26179,0.000892,0.000892,0.000892
94,567.736,0.06805,0.15128,0.03309,0,0,0,0,0.69477,1.00524,0.26853,0.000793,0.000793,0.000793
95,573.816,0.07292,0.15268,0.0322,0,0,0,0,0.68685,1.01016,0.26973,0.000694,0.000694,0.000694
96,579.679,0.06849,0.14825,0.03262,0,0,0,0,0.6985,1.00001,0.27147,0.000595,0.000595,0.000595
97,585.609,0.07918,0.1476,0.03288,0,0,0,0,0.69695,0.99106,0.26899,0.000496,0.000496,0.000496
98,591.607,0.08078,0.14711,0.03448,0,0,0,0,0.6999,0.99343,0.27178,0.000397,0.000397,0.000397
99,597.972,0.07603,0.15855,0.03578,0,0,0,0,0.69959,0.99842,0.27485,0.000298,0.000298,0.000298
100,604.047,0.07676,0.14612,0.03594,0,0,0,0,0.69998,0.99866,0.27543,0.000199,0.000199,0.000199
