epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,3196.72,1.01947,0.91237,1.28881,0.84073,0.73811,0.80152,0.53913,1.24845,0.90843,1.49132,0.001783,0.001783,0.001783
85,3234.72,1.01262,0.90006,1.2859,0.84946,0.73554,0.80095,0.53981,1.24446,0.90788,1.48788,0.001684,0.001684,0.001684
86,3272.76,1.00509,0.8832,1.28249,0.86152,0.72723,0.80097,0.54071,1.24824,0.90685,1.49103,0.001585,0.001585,0.001585
87,3310.83,1.00663,0.88829,1.28119,0.86059,0.72666,0.80099,0.54022,1.24669,0.90493,1.49028,0.001486,0.001486,0.001486
88,3348.98,0.9899,0.88434,1.27435,0.84591,0.73146,0.80141,0.54137,1.24284,0.90756,1.48862,0.001387,0.001387,0.001387
89,3386.48,0.99471,0.87825,1.2745,0.84385,0.73773,0.80267,0.54302,1.24225,0.90585,1.48876,0.001288,0.001288,0.001288
90,3423.55,0.99766,0.87435,1.27366,0.83464,0.74453,0.80323,0.54298,1.24249,0.90375,1.48838,0.001189,0.001189,0.001189
91,3462.34,0.93749,0.68952,1.26558,0.83801,0.73809,0.8026,0.54151,1.24308,0.90142,1.48787,0.00109,0.00109,0.00109
92,3499.58,0.91839,0.65646,1.25069,0.85427,0.73061,0.80332,0.54217,1.24191,0.90128,1.48671,0.000991,0.000991,0.000991
93,3536.73,0.90109,0.64831,1.23625,0.85549,0.72866,0.80251,0.54146,1.24236,0.90106,1.48809,0.000892,0.000892,0.000892
94,3574.01,0.9009,0.64396,1.23767,0.86365,0.72799,0.80294,0.5411,1.24357,0.90173,1.48938,0.000793,0.000793,0.000793
95,3611.46,0.89028,0.63074,1.22921,0.86273,0.72992,0.80389,0.54111,1.2445,0.90175,1.48981,0.000694,0.000694,0.000694
96,3649.18,0.88544,0.62488,1.22571,0.86252,0.73137,0.8041,0.54083,1.24376,0.89934,1.49007,0.000595,0.000595,0.000595
97,3686.18,0.87437,0.61347,1.21698,0.86383,0.72864,0.80372,0.54134,1.2452,0.89657,1.49138,0.000496,0.000496,0.000496
98,3722.89,0.87275,0.61407,1.22044,0.86529,0.73064,0.80466,0.54098,1.2451,0.89645,1.49213,0.000397,0.000397,0.000397
99,3759.78,0.86315,0.59791,1.21306,0.86648,0.72834,0.80452,0.54108,1.24399,0.89636,1.49191,0.000298,0.000298,0.000298
100,3796.93,0.86266,0.59675,1.21267,0.86554,0.72994,0.80372,0.54114,1.243,0.89711,1.4915,0.000199,0.000199,0.000199
